Date,Month,Day,Year,Day_name,url,Warm_Up,A,B
2022-03-15,March,15,2022,Tuesday,https://www.crossfitinvictus.com/wod/March-15-2022-performance/,".
Two sets of:
Plank Shoulder Taps x 30 seconds
Up Dog and Down Dog Stretch, alternating between the two as you wish x 30 seconds
Batwing Extensions
x 30 seconds
Followed by…
Two sets of:
Empty Barbell or Dumbbell Floor Press x 12-20 reps
Empty Barbell or Dumbbell Bent-over Row x 12-20 reps
Then…","Every 3 minutes, for 18 minutes (6 sets):
Bench Press
*Set 1 – 5 reps @ 80-85%
*Set 2 – 3 reps @ 85-90%
*Set 3 – 2 reps @ 90%
*Set 4 – 3 reps @ 85-90%
*Set 5 – 8 reps @ 75-80%
*Set 6 – 8 reps @ 75-80%","Five rounds for time of:
6 Hang Power Cleans (115/75 lbs)
9 Strict Handstand Push-Ups
12 Push Presses (115/75 lbs)"
2022-03-16,March,16,2022,Wednesday,https://www.crossfitinvictus.com/wod/March-16-2022-performance/,".
Two sets of:
A-Skip x 50 feet
B-Skip x 50 feet
C-Skip x 50 feet
(
How to skip!
)
Followed by…
Sets of 10, 8, and 6 repetitions of:
Back Squat
*Use these three sets to determine and work up to the weight you will use for your workout (40 reps)
*Between each set, row 15-20 calories at a moderate pace
Then…
“Roxy #4”
For time:
800 Meter Run
800 Meter Ski Erg or Row
800 Meter Run
40 Back Squats (155/105 lbs)
800 Meter Run
40 Burpee Broad Jumps (3′ minimum)
800 Meter Run
800 Meter Ski Erg or Row
800 Meter Run
Time Cap = 40:00 – please adjust distances accordingly.
Invictus will be proudly represented at the Hyrox Los Angeles race on May 7, 2022. If you haven’t already registered,
please click here
and enter the code INVICTUSATHLETELA for a 25% registration discount!",,
2022-03-17,March,17,2022,Thursday,https://www.crossfitinvictus.com/wod/March-17-2022-performance/,".
2 sets of:
Side Plank Hip Dip
x 20 per side
Single-Dumbbell Kang Squat
(hold dumbbell with one hand on each head in a front rack position) x 10 reps
Followed by…
2 sets of:
Push-up x 10
Single-Arm Dumbbell Power Clean x 10 per arm
Then…","Ten sets of:
Power Clean + Hang Clean
*Sets 1-3 @ 60-70% of 1-RM Clean
*Sets 4-6 @ 70-80%
*Sets 7-10 @ 80-85%","Option 1
Complete rounds of 9, 7 and 5 reps for time of:
205/145 lb Clean (power or full)
Ring Muscle-Up
OR…
Option 2
For time:
15 Power Cleans (155/105 lbs)
30 Ring Dips
10 Power Cleans
20 Ring Dips
5 Power Cleans
10 Ring Dips"
2022-03-18,March,18,2022,Friday,https://www.crossfitinvictus.com/wod/March-18-2022-performance/,,"Every 2 minutes, for 14 minutes (7 sets):
Back Squat
*Set 1 – 5 reps @ 55%
*Set 2 – 5 reps @ 65%
*Set 3 – 3 reps @ 75%
*Set 4 – 2 reps @ 85%
*Set 5 – 2 reps @ 90%
*Set 6 – 6 reps @ 80-85%
*Set 7 – 8-10 reps @ 70-75%","Complete as many rounds and reps as possible in 8 minutes of:
1 Thruster (115/75 lbs)
2 Pull-Ups
2 Thrusters
4 Pull-Ups
3 Thrusters
6 Pull-Ups
4 Thrusters
8 Pull-Ups
…and so on, following the pattern for 8 minutes."
2022-03-19,March,19,2022,Saturday,https://www.crossfitinvictus.com/wod/March-19-2022-performance/,,"Complete as many rounds and reps as possible in 15 minutes of:
500 Meter Row
50 Double-Unders
10 Strict Handstand Push-Ups
Rest 5 minutes, and when the running clock reaches 20:00…","Complete as many rounds and reps as possible in 15 minutes of:
400 Meter Run
30 Push-Ups
20 Alternating Dumbbell Snatches (50/35 lbs)"
2022-03-21,March,21,2022,Monday,https://www.crossfitinvictus.com/wod/March-21-2022-performance/,".
Two sets of:
Scapular pull-up x 10
Inchworm x 3 (walk arms as far out as you can while maintaining a hollow shape, then hold extended position for 3 seconds on each rep)
Alternating Cossack squat x 10
Followed by…
Two sets of:
Half pull-up x 2 @ 1113 (pull-up until arms are at 90 degrees and then hold for three seconds. If you don’t have strict pull-ups, attempt to pull as far as you can, then hold for three seconds)
Shoulder tap + push-up
x 4
Air squat x 8
Followed by…
Two sets of:
Kip swing x 5
Toes-to-bar or Toes-to-bar Progression x 5
Medball squat x 5 (hold ball as if you are going to throw to target, but only perform the squat)
Followed by…
Two sets of:
2 Pull-ups
4 Toes-to-bar
6 Push-up
8 Wallballs
Rest 20-30 seconds
Then…
“Invictus Baseline Interval Test”
Every 5 minutes, for 30 minutes (6 sets) for times:
10 Strict Pull-Ups
15 Toes to Bar
20 Push-Ups
25 Wall Ball Shots (20/14 lbs to 10′)
Please note times for each set. You will keep these times for future comparisons, with your goal to be improved consistency across the six sets, and lower total times – the sum of your six sets times.
Compare your results to December 6, 2021.",,
2022-03-22,March,22,2022,Tuesday,https://www.crossfitinvictus.com/wod/March-22-2022-performance/,".
Two sets of:
Prone PVC Pass-Through x 10
Dumbbell Waiter’s Carry x 50 feet per arm
Followed by…
Two sets of:
Jump-to-Split Drill
x 8
Single-Dumbbell Push-Press x 5 per arm
Then…","Every 90 seconds, for 3 minutes (2 sets):
Behind the Neck Press in Split x 5 reps","Every 2 minutes, for 20 minutes (10 sets):
Split Jerk with a 2-second pause in dip & 2-second pause in Receiving x 2 reps
*Sets 1-2 = @ 65%
*Sets 3-4 = @ 70%
*Sets 5-6 = @ 75%
*Sets 7-10 = @ 80%
C.
Against a 2-minute running clock
300/250 Meter Row
Max Reps of Strict Handstand Push-Ups
Rest 2 minutes, and repeat for a total of three (3) sets. Note number of handstand push-ups per set, then sum them for your overall score."
2022-03-23,March,23,2022,Wednesday,https://www.crossfitinvictus.com/wod/March-23-2022-performance/,".
Two sets of:
Assault Bike x 60 seconds at 80% effort
Elevated Pigeon Good Morning
x 45 seconds per side (you may move through reps or hold the stretch at end range)
Followed by…
Two sets of:
Frog Rocks
x 60 seconds
Empty Barbell Front Squat x 12-20 reps
Then…","Five sets of:
Back Squat x 2 reps @ 90+%
Rest 2 minutes","“Charley Horse”
For time:
50/35 Calories of Assault Bike (or 75/50 Calories of Rowing on Concept 2)
25 Front Squats (175/115 lbs)
25 Burpee Box Jump-Overs (24″/20″)
Barbell should start from the ground.
Compare results to September 29, 2021."
2022-03-24,March,24,2022,Thursday,https://www.crossfitinvictus.com/wod/March-24-2022-performance/,".
Two sets of:
Single-leg Jump Rope x 15 seconds per leg
Ring Row x 5 reps @ 1115 (5 second hold at top, focus on scapular retraction with ribs down)
Arm-plank Elbow-scratchers
x 5 controlled reps per side
Followed by…
Two sets of:
Empty Barbell or Dumbbell Floor Press x 12-20 reps
Empty Barbell or Dumbbell Bent-over Row x 12-20 reps
Then…","Take 12-15 minutes to build to 90-95% of your 1-RM Bench Press
When the running clock reaches 16:00, perform…
Every 2 minutes, for 8 minutes (2 sets) of:
Station 1 – Bench Press x 6 reps @ 85% of 1-RM
Station 2 – Supinated-Grip Bent-Over Barbell Row x 8 reps","For time:
100 Double-Unders
50 Dumbbell Push Presses (50/35 lb DBs)
50 Dumbbell Push-Ups (hands on DB handles)
50 Dumbbell Push Presses (50/35 lb DBs)
100 Double-Unders"
2022-03-25,March,25,2022,Friday,https://www.crossfitinvictus.com/wod/March-25-2022-performance/,".
Three sets of:
Dumbbell Suitcase Carry x 50 feet per arm (keep shoulders square, engage obliques)
Wall-sit with Dumbbell in Goblet Hold x 30 seconds
Frog Pumps with Dumbbell on Lap
x 15
Then…","Three sets of:
Deadlift x 10 reps @ 21X1
Rest as needed
A good goal for loading would be 65-70% of your 1-RM Deadlift. Do not sacrifice good mechanics and proper posterior chain activation in favor of heavier loading.","Complete as many rounds and reps as possible in 15 minutes of:
5 Strict Pull-Ups
10 Walking Lunges with Farmer’s Carry (55/35 lbs)
100-Meter Farmer’s Carry (55/35 lbs)"
2022-03-26,March,26,2022,Saturday,https://www.crossfitinvictus.com/wod/March-26-2022-performance/,".
Two sets of:
A-Skip x 50 feet
B-Skip x 50 feet
C-Skip x 50 feet
(
How to skip!
)
Followed by…
Two sets of:
Assault Bike x 60 seconds at moderate pace
Alternating Cossack Squats with Med Ball Hold x 10
Then…
“Teamwork Rox”
Teams of two complete the following for time:
*Station 1 – 800 Meter Run and 1000 Meter Row
*Station 2 – 800 Meter Run and 40 Burpee Box Jump-Overs (24″/20″)
*Station 3 – 800 Meter Run and 50/40 Calories of Assault Bike
*Station 4 – 800 Meter Run and 75 Wall Ball Shots (14/10 lbs)
Each teammate must complete both tasks at each station before either teammate is allowed to begin work on the next station.
Time Cap = 40:00 – please adjust distances accordingly.
Did you know that Hyrox races have various pairs and team divisions that allow athletes to work together to complete the race? These various divisions make Hyrox accessible to athletes of varying abilities, so if your running endurance isn’t quite up for 8km of running, grab a friend or three and
sign-up for Hyrox Los Angeles as a pair or on a team
! Please click here to register, and use INVICTUSATHLETELA for a 25% discount!",,
2022-03-28,March,28,2022,Monday,https://www.crossfitinvictus.com/wod/March-28-2022-performance/,".
Two sets of:
“Weight-Plate Squat Warm-Up”
Ankle T-spine rotations x 3 breaths per side
Tall T-spine rotations x 3 breaths per side
Heels-Elevated Flex and Extend x 6
Front Foot Elevated Split Squat x 6 reps per side
Plate Elevated Cossack Squat x 6 reps per side
Tempo Plate Front Squat x 2 reps @ 5551 tempo
Then …","Every 2 minutes, for 16 minutes (8 sets):
Back Squat
*Set 1 – 5 reps @ 70-74% of 1-RM
*Set 2 – 5 reps @ 75-79%
*Set 3 – 3 reps @ 80-84%
*Set 4 – 2 reps @ 85-89%
*Set 5 – 2 reps @ 90-94%
*Sets 6-8 – 1 rep @ 95+%","Complete as many rounds and reps as possible in 12 minutes of:
20/15 Calories of Assault Bike
20 Alternating Pistols
10 Toes to Bar"
2022-03-29,March,29,2022,Tuesday,https://www.crossfitinvictus.com/wod/March-29-2022-performance/,".
Perform the following with nasal breathing on the Assault Bike
One set of:
Light to moderate pace x 60 seconds, note RPM
Increase pace by 10 RPM x 60 seconds, maintain nasal breathing
Light to moderate pace x 60 seconds
One set of:
Scapular Pull-up x 10
Walking Lunge x 10
Strict Pull-up x 5
Reverse Lunge with KB Farmer’s Carry x 10
Kipping Pull-up x 5
Then…
Two rounds for time:
20/15 Calories of Assault Bike
10 Strict Pull-Ups
400 Meter Run
20 Chest-to-Bar Pull-Ups
60/45 Calories of Rowing
30 Pull-Ups
800 Meter Run
40 Walking Lunges with Kettlebells",,
2022-03-30,March,30,2022,Wednesday,https://www.crossfitinvictus.com/wod/March-30-2022-performance/,".
For the following, you will use one heavy kettlebell and one lighter kettlebell.
Two sets of:
Suitcase + Waiter’s Carry x 50 feet per side (heavy bell at your side, lighter bell held overhead)
Kettlebell Sumo Deadlift x 12-20 reps
Two sets of:
Downward Dog Push-Up
x 10 reps
Kettlebell Swing x 15 reps","“Strict Diane”
Complete rounds of 21, 15 and 9 reps for time of:
225/155 lb Deadlifts
Strict Handstand Push-Ups
Compare results to June 28, 2021","Every 2 minutes, for 18 minutes (3 sets) of:
Station 1 – Barbell Hip Thrust x 6 reps @ 21X1
Station 2 – Band Pull-Aparts x 30 reps @ 1010
Station 3 – L-Sit x 60 seconds (accumulated time)"
2022-03-31,March,31,2022,Thursday,https://www.crossfitinvictus.com/wod/March-31-2022-performance/,".
Two sets of:
“
Barbell Clean Mobility
”
Kang Squats x 5
Back Rack Elbow Drivers x 30 seconds
Front Squat x 5
Two sets of:
Seated Box Jump x 5
Broad Jump
x 5","Every 2:30, for 15 minutes (6 sets) of:
Power Clean + Front Squat + Hang Clean
Start at approximately 65-70% of your 1-RM Clean and build from there over the course of the 6 sets.","Every 4 minutes, for 20 minutes (5 sets) for times:
30/22 Calories of Assault Bike or 40/30 Meter Row
30 Single-Arm Kettlebell Snatches*
*Partition the reps between arms however you’d like. If you’re not comfortable with the kettlebell snatch, use a dumbbell and perform a hang snatch – passing the dumbbell below the waist to start each rep and finishing overhead."
2022-04-01,April,1,2022,Friday,https://www.crossfitinvictus.com/wod/April-1-2022-performance/,".
Two sets of:
Single Arm Hand Plank x 20 seconds per side
Prone Batwing Extensions
x 5 slow and controlled repetitions
Single Arm Dumbbell Bench Press x 12-15 reps per side (light to moderate weight)","Every 2 minutes, for 10 minutes (5 sets) of:
Bench Press
Set 1 – 5 reps @ 70-75%
Set 2 – 3 reps @ 80%
Set 3 – 1 reps @ 85%
Set 4 – 3 reps @ 87%
Set 5 – 2 reps @ 90%
Rest 2 minutes, and then…
Every 3 minutes, for 6 minutes (2 sets):
Bench Press
Set 6 – 1 rep @ 95%
Set 7 – 1 rep @ 101+%","“Desire”
For max reps:
5 Minutes of Burpee Box Jump-Overs (24″/20″)
This is a simple test of desire. Touch your chest and thighs to the ground simultaneously, get up, get over the box, fall down and repeat. You may jump laterally over the box, but only your feet may touch the box. If you haven’t done it before…can you get 80 reps in the 5 minutes?"
2022-04-02,April,2,2022,Saturday,https://www.crossfitinvictus.com/wod/April-2-2022-performance/,".
One set of:
Row, Run, or Bike x 5-10 minutes at a moderate pace. This untimed warm-up is a great opportunity to practice nasal breathing.
Two Sets of:
Single-Dumbbell Goblet Squat x 10
Single-Arm Push Press x 5 per side
Kip Swing x 10
Single-Dumbbell Box Step-over x 5
“Gas Tank Half Full”
Four rounds for time of:
600 Meter Run
20 Thrusters (75/55 lbs)
15 Chest-to-Bar Pull-Ups
10 Dumbbell Box Step-Overs (50/35 lbs; 20″ box)",,
2022-04-04,April,4,2022,Monday,https://www.crossfitinvictus.com/wod/April-4-2022-performance/,".
Perform the following with a weight plate…
Two sets of:
Kang Squat x 5 reps
Plate Ground-to-Overhead x 10
Plate
“Fast Feet” Drill
x 15
Followed by…
Two sets of:
Barbell Front Squat x 5 @ 32X1
Broad Jump x 5 (take a moment between repetitions to ensure maximal effort on each)
Then…","Every 90 seconds, for 12 minutes (8 sets) of:
Power Clean + Front Squat
Begin set one at 60% and build to a heavy.","Complete as many rounds and reps as possible in 12 minutes of:
3 Power Cleans (175/115 lbs)
6 Strict Pull-Ups
9 Box Jumps (30″/24″ – jump up, step down)"
2022-04-05,April,5,2022,Tuesday,https://www.crossfitinvictus.com/wod/April-5-2022-performance/,".
Two sets of:
High Knees
Bunny Hops
Over-the-fence, forwards
Over-the-fence, backwards
Suicides (remain facing forward throughout)
Perform
these drills
for approximately 50 feet each
Followed by…
Two sets of:
Low Loaded Cossack Squats x 30 seconds
Wide Squats x 30 seconds
Wide Squat (
Horse Stance
) Hold x 30 seconds
Then…
Five rounds for time:
400 Meter Run
12 Front-Racked Alternating Lunges (135/95 lbs)
12 Back Squats (135/95 lbs)",,
2022-04-06,April,6,2022,Wednesday,https://www.crossfitinvictus.com/wod/April-6-2022-performance/,".
Two sets of:
Assault Bike x 60 seconds at moderate pace, nasal breathing
Supinated-Grip Passive Hang on Pull-Up Bar x 60 seconds
Followed by…
Two sets of:
Single-Arm Dumbbell Push Press x 5 reps, right
Overhead Dumbbell Carry x 50 feet, right
Single-Arm Dumbbell Push Press x 5 reps, left
Overhead Dumbbell Carry x 50 feet, left
Tall Box Jump
x 5 (take a moment in between reps to ensure each effort is maximal)
Then…","Every 90 seconds, for 12 minutes (8 sets):
Push Press + Power Jerk
*Sets 1-2 = 55-60% of 1-RM Push Press
*Sets 3-4 = 65-70%
*Sets 5-6 = 70-75%
*Sets 7-8 = 80-85%","Every 5 minutes, for 20 minutes (4 sets) for times:
15/10 Calories of Assault Bike
12 Toes to Bar
9 Strict Handstand Push-Ups
12 Pull-Ups
15/10 Calories of Assault Bike
Athletes should have at least 90 seconds to rest between sets, so please adjust reps as needed to maintain the intended stimulus of this session."
2022-04-07,April,7,2022,Thursday,https://www.crossfitinvictus.com/wod/April-7-2022-performance/,".
Two sets of:
Suitcase Deadlift x 8, right
Suitcase Carry x 50 feet, right
Kettlebell Side Bend
x 12-20 per side
Followed by…
Two sets of:
Dead Bug x 30 seconds
Kettlebell Romanian Deadlift x 8 reps
Kettlebell Sumo Deadlift
x 8 reps
Then…","Three sets of:
5 Deadlifts With Eccentric Pause* + 5 Deadlifts @ 55-65% of 1-RM Deadlift
Rest as needed
*Pause for 1-2 full seconds at the mid-patella as you lower the bar. Then let the barbell settle on the ground, open your palm, re-grip and perform the next lift. The focus should be on perfect position and control – adjust the loads as needed to maintain that focus. After completing the five reps with the pause, perform 5 deadlifts at a tempo of your choosing.","Three rounds for time:
750 Meter Row or Ski or 1500 Meter Bike Erg
20 Alternating Dumbbell Snatches (50/35 lbs)
10 Dumbbell Box Step-Overs (24″/20″; 50/35 lb DB)"
2022-04-08,April,8,2022,Friday,https://www.crossfitinvictus.com/wod/April-8-2022-performance/,".
Two sets of:
Assault Bike x 45 seconds at moderate pace
Dumbbell Front-Rack Cossack Squat x 8 per side
Followed by…
Two sets of:
Single-Arm Dumbbell Hang Squat Clean x 5 per side
Single-Arm Dumbbell Push Press x 5 per side
V-Up or Tuck-Up x 10
Then…
In teams of two, alternating complete rounds, complete six (6) rounds each for time of:
15/10 Calories of Assault Bike
12 Alternating Pistols
9 Toes to Bar
6 Push Presses (155/105 lbs)
3 Hang Squat Cleans (155/105 lbs)",,
2022-04-09,April,9,2022,Saturday,https://www.crossfitinvictus.com/wod/April-9-2022-performance/,".
Two sets of:
Assault Bike x 45 seconds at moderate pace
Dumbbell Front-Rack Cossack Squat x 8 per side
Followed by…
Two sets of:
Single-Arm Dumbbell Hang Squat Clean x 5 per side
Single-Arm Dumbbell Push Press x 5 per side
V-Up or Tuck-Up x 10
Then…
In teams of two, alternating complete rounds, complete six (6) rounds each for time of:
15/10 Calories of Assault Bike
12 Alternating Pistols
9 Toes to Bar
6 Push Presses (155/105 lbs)
3 Hang Squat Cleans (155/105 lbs)",,
2022-04-11,April,11,2022,Monday,https://www.crossfitinvictus.com/wod/April-11-2022-performance/,".
One set of:
Banded T-spine Squat Opener
x 90 seconds
Banded Overhead Squat
x 10 reps
Banded Pass-Through
x 10 reps
Followed by…
One set of:
Row x 2 minutes @ 70% effort
Slow Pull Snatch x 5 @ 70% of starting weight
(Perform a Snatch, but the pull should be done at half speed until low thigh. Once the bar is at low thigh you can go full speed)
Row x 90 seconds @ 75% effort
Snatch x 3 @ 85% of starting weight
Row x 60 seconds @ 80% effort
Snatch x 1 @ starting weight
Then…
Every 6 minutes, for 36 minutes (6 sets) for max load:
500 Meter Row
400 Meter Run
3 Squat Snatches
Total the load successfully lifted for the three repetitions of each set, then sum all of those loads for your overall score.",,
2022-04-12,April,12,2022,Tuesday,https://www.crossfitinvictus.com/wod/April-12-2022-performance/,".
Two sets of:
“Prone PVC Complex”
Front Body Line x 10 seconds
Pass-through x 5 reps
Behind-the-neck Press x 5 reps
Followed by…
Two sets of:
Jump-to-Split Drill
x 8 (PVC or empty barbell)
Burpee Broad Jump x 4
Then…","Every 90 seconds, for 3 minutes (2 sets):
Press from Split Jerk Position x 3-5 reps","Every 90 seconds, for 12 minutes (8 sets):
Push Press + Power Jerk + Split Jerk
*Sets 1-2 = 60-65% of 1-RM Push Press
*Sets 3-4 = 70-75%
*Sets 5-6 = 80-83%
*Sets 7-8 = 85-88%
C.
Complete as many rounds and reps as possible in 12 minutes of:
4 Strict Handstand Push-Ups
8 Toes to Bar
12 Kettlebell Swings (24/16 kg)"
2022-04-13,April,13,2022,Wednesday,https://www.crossfitinvictus.com/wod/April-13-2022-performance/,".
Two sets of:
“Weight-Plate Squat Warm-Up”
Ankle T-spine rotations x 3 breaths per side
Tall T-spine rotations x 3 breaths per side
Heels-Elevated Flex and Extend x 6
Front Foot Elevated Split Squat x 6 reps per side
Plate Elevated Cossack Squat x 6 reps per side
Tempo Plate Front Squat x 2 reps @ 5551 tempo
Then…","Every 3 minutes, for 15 minutes (5 sets) of:
Front Squat x 5 reps @ 32X1
Start at 60-65% and build to complete the final 2-3 sets at above 70% of your 1-RM Front Squat.","“Little Giza”
For time:
25 Pull-Ups
50 Wall Ball Shots (20/14 lbs)
100 Double-Unders
50 Wall Ball Shots
25 Pull-Ups
Time Cap = 15:00"
2022-04-14,April,14,2022,Thursday,https://www.crossfitinvictus.com/wod/April-14-2022-performance/,".
One set of:
Run x 400 Meters
Burpee x 10
Broad Jump x 5
Followed by…
Two sets of:
Plank to Push-up Transitions
x 10
Active Bottom of Dip Hold
x 15 seconds
Nose-to-Wall Handstand Hold x 20 seconds
Then…
Every 9 minutes, for 36 minutes (4 sets) for times:
800 Meter Run
12 Burpee Broad Jumps (4’/3′)
6 Ring Muscle-Ups or 12 Ring Dips
3 Wall Walks
Athletes should be getting at least 2 minutes of rest between sets, so please adjust the distance or repetitions to ensure the intended stimulus of this session.",,
2022-04-15,April,15,2022,Friday,https://www.crossfitinvictus.com/wod/April-15-2022-performance/,".
For the following, you will use one heavy kettlebell and one lighter kettlebell.
Two sets of:
Suitcase + Waiter’s Carry x 50 feet per side (heavy bell at your side, lighter bell held overhead)
Kettlebell Sumo Deadlift x 12-20 reps
Followed by…
Two sets of:
Downward Dog Push-Up x 10 reps
Kettlebell Swing x 15 reps
Then…","Three sets of:
3 Deadlifts With Eccentric Pause* + 3 Deadlifts @ 65-75% of 1-RM Deadlift
Rest as needed
*Pause for 1-2 full seconds at the mid-patella as you lower the bar. Then let the barbell settle on the ground, open your palm, re-grip and perform the next lift. The focus should be on perfect position and control – adjust the loads as needed to maintain that focus. After completing the three reps with the pause, perform 3 deadlifts at a tempo of your choosing.","Every 5 minutes, for 25 minutes (5 sets) for times:
24/18 Calories of Assault Bike
6 Devil’s Presses (50/35 lb DBs)
12 Walking Lunges with Dumbbell Farmer’s Carry (50/35 lb DBs)"
2022-04-16,April,16,2022,Saturday,https://www.crossfitinvictus.com/wod/April-16-2022-performance/,".
Two sets of:
Run x 200m
PVC-Weighted Cross Bench Pull-Over x 8-10 reps
Followed by…
Two sets of:
Row x 250 Meters
Frog Rocks
x 60 seconds
Then…
Every 5 minutes, for 40 minutes (2 sets) for times:
*Station 1 – 1000 Meter Row
*Station 2 – 60 Dumbbell Thrusters (35/25 lbs)
*Station 3 – 800 Meter Run
*Station 4 – 30 Bar Muscle-Ups",,
2022-04-18,April,18,2022,Monday,https://www.crossfitinvictus.com/wod/April-18-2022-performance/,".
One set of:
Run 400 Meters
Kettlebell Sumo Deadlift x 20 reps
Run 300 Meters
Scapular Pull-up x 10 reps
Run 200m
Kettlebell Swing x 10
Kipping Pull-up x 6-8 or Strict Pull-up x 3-4
Then…
For time:
1200 Meter Run
60 Kettlebell Swings (24/16 kg)
30 Pull-Ups
800 Meter Run
40 Kettlebell Swings
20 Pull-Ups
400 Meter Run
20 Kettlebell Swings
10 Pull-Ups
Introducing our newest location…",,
2022-04-19,April,19,2022,Tuesday,https://www.crossfitinvictus.com/wod/April-19-2022-performance/,".
Two sets of:
Burpee x 5
Waiter’s Carry (Single Dumbbell Overhead) x 50 feet per arm
Followed by…
Two sets of:
Dumbbell Cossack Squat x 10 (5 per side, hold dumbbell by both heads)
Single-Arm Dumbbell Push Press x 10 per side
Then…","Six sets of:
Unsupported Seated Strict Press x 2-3 reps
(sit on a bench without back support and press the barbell from shoulder to overhead)
Rest 2-3 minutes
Build to today’s 3-RM.","Five rounds for time of:
12 Alternating Pistols
9 Dumbbell Push Presses (55/35 lbs)
6 Burpee Box Jump-Overs (24″/20″)
Introducing our newest location…"
2022-04-20,April,20,2022,Wednesday,https://www.crossfitinvictus.com/wod/April-20-2022-performance/,".
One set of:
“General Running Warm-Up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backwards
Bunny Hops
Suicides, remain forward facing throughout
Followed by…
Two sets of:
Row x 200 Meters
Box Jump x 5
Push-Up x 5
Then…
“Roxy #1”
For time:
800 Meter Run
800 Meter Ski Erg or Row
800 Meter Run
40 Box Jumps (24″/20″)
800 Meter Run
40 Push-Ups
800 Meter Run
800 Meter Row or Ski Erg
Compare results to February 3, 2022.
Invictus will be proudly represented at the
Hyrox Los Angeles race
on May 7, 2022. If you haven’t already registered, please click here and enter the code INVICTUSATHLETELA for a 25% registration discount!",,
2022-04-21,April,21,2022,Thursday,https://www.crossfitinvictus.com/wod/April-21-2022-performance/,".
One set of:
Assault Bike x 2 minutes at 70% effort
Kettlebell Deadlift x 6 + Suitcase Carry x 30 Meters, right
Kettlebell Deadlift x 6 + Suitcase Carry x 30 Meters, left
(Perform deadlifts with bell in between the feet, perform carry with bell held by side)
Followed by…
Assault Bike x 60 seconds at 80% effort
Kettlebell Romanian Deadlift x 10 reps (control the lowering portion and start to prime hamstrings, especially if you are working on Performance today)
Followed by…
Assault Bike x 30 seconds at 90% effort
Kettlebell Swing x 10 reps
Then…","Every 2:30 for 15 minutes (6 sets) of:
3-Position Clean @ 50-60% of 1-RM Clean
(Hang Clean + Hang Clean Below Knee + Clean)","Every 5 minutes, for 15 minutes (3 sets) for times:
30/20 Calories of Assault Bike
12 Hang Power Cleans (135/95 lbs)
These should be sprint intervals! Attack these hard and you should have plenty of rest to repeat the effort with similar intensity. If you’re giving full effort and taking longer than 2 minutes on the Assault Bike, please reduce the calories."
2022-04-22,April,22,2022,Friday,https://www.crossfitinvictus.com/wod/April-22-2022-performance/,".
Two sets of:
Row x 250 meters
Side Plank x 30 seconds per side
Followed by…
One set of:
“Med Ball Squat Warm-Up”
T-Spine Opener x 1 minute
Frog Rocks x 1 minute
Reverse Lunge with Medball Bear Hug x 10 (5 per side)
Cossack Squat with Medball Front Rack x 10 (5 per side)
Tempo Front Squat with Med Ball Front Rack x 5 @ 32X1 tempo
Then…","Every 2:30, for 20 minutes (8 sets) of:
Tempo Front Squat x 3 reps @ 31X1
Start at 65-70% and build over the course of the 8 sets, reaching a heavy triple by the sixth set, and repeating that weight for sets seven and eight as well.","For time:
60 Calories of Rowing
50 Wall Ball Shots (20/14 lbs)
40 Toes to Bar"
2022-04-23,April,23,2022,Saturday,https://www.crossfitinvictus.com/wod/April-23-2022-performance/,".
One set of:
Assault Bike x 1 minute (note your RPM, breathing in and out through nose only)
Assault Bike x 1 minute @ base RPM + 10 (For example, if you started minute 1 at 50RPM, hold 60 RPM here. Maintain nasal breathing!)
Assault Bike x 1 minute at original RPM (focus on lengthening your exhales and bringing heart rate back down. Again, maintain nasal breathing)
Followed by…
Two sets of:
Single Dumbbell Burpee Deadlift x 3 per side
Kipping Pull-up x 6 OR Scapular Pull-up x 12 (perform kipping pull-ups if you plan on doing bar muscle-ups, perform scapular pull-ups if you plan on doing strict pull-ups)
Then…
In teams of three, complete two rounds for time:
100/70 Calories of Assault Bike
800 Meter Run (all teammates together)
60 Devil’s Presses (50/35 lb DBs)
400 Meter Run (all teammates together)
20 Bar Muscle-Ups
Time Cap = 40:00
Teammates can partition calories and repetitions as they see fit on the Assault Bike, Devil’s Presses and Bar Muscle-Ups, but must all complete the running together and may not start on the next element until all three teammates have completed the run.",,
2022-04-25,April,25,2022,Monday,https://www.crossfitinvictus.com/wod/April-25-2022-performance/,".
One Set of:
Assault Bike x 2 minutes at 70% effort
Side Plank x 30 seconds per side
Assault Bike x 90 seconds at 75% effort (increase pace 2-5 RPM)
Banded Lat Press Down x 15 reps @ 2011
Assault Bike x 60 seconds at 80% effort (increase pace another 2-5 RPM)
Kettlebell or Barbell Romanian Deadlift x 10 reps @ 3011 Tempo
Followed by…","Every 2 minutes, for 20 minutes (10 sets) of:
Sets 1-3 = 3 cleans @ 60-70%
Sets 4-6 = 2 cleans @ 70-80%
Sets 7-10 = 1 rep @ 80+%
This does not need to be a max effort attempt. If you feel good then let’s see some big weight!
Then…","Every 4 minutes, for 16 minutes (4 sets) for times:
15/10 Calories of Assault Bike
2 Shuttle Runs (25-Feet Out & Back = 1 rep)
50-Foot Walking Lunges with DBs (50/35 lb DBs)"
